COD_LICITACION;COD_PROVEEDOR;PRECIO_TOTAL_OFRECIDO;PRECIO_UNITARIO;CANTIDAD_PIENSA_PROVEER;FECHA_ESPERADA_ENTREGA;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;
7452559;'peqe75@gmail.com';145282;72641;2;TO_DATE('2014-01-21','YYYY-MM-DD');108057;TO_DATE('2015-10-31','YYYY-MM-DD');
7452559;'pixu63@uniandes.edu.co';282030;94010;3;TO_DATE('2014-01-21','YYYY-MM-DD');3272971;TO_DATE('2015-12-13','YYYY-MM-DD');
7452559;'to91@gmail.com';193751;96875;2;TO_DATE('2014-01-18','YYYY-MM-DD');9469264;TO_DATE('2015-01-31','YYYY-MM-DD');
7452559;'weqo42@gmail.com';16742;8371;2;TO_DATE('2014-01-13','YYYY-MM-DD');305419;TO_DATE('2015-04-14','YYYY-MM-DD');
2299638;'joca23@hotmail.com';189970;31661;6;TO_DATE('2014-04-16','YYYY-MM-DD');1545538;TO_DATE('2014-04-24','YYYY-MM-DD');
2299638;'ke46@gmail.com';32369;5394;6;TO_DATE('2014-04-16','YYYY-MM-DD');5876743;TO_DATE('2014-04-30','YYYY-MM-DD');
2299638;'lu70@gmail.com';224741;32105;7;TO_DATE('2014-04-17','YYYY-MM-DD');7806754;TO_DATE('2014-04-28','YYYY-MM-DD');
2299638;'paki19@yahoo.com';141973;23662;6;TO_DATE('2014-04-23','YYYY-MM-DD');7419207;TO_DATE('2014-05-07','YYYY-MM-DD');
2299638;'sopu71@gmail.com';268767;38395;7;TO_DATE('2014-04-19','YYYY-MM-DD');6682341;TO_DATE('2014-04-30','YYYY-MM-DD');
2299638;'ti55@uniandes.edu.co';215589;35931;6;TO_DATE('2014-04-24','YYYY-MM-DD');6068565;TO_DATE('2014-05-01','YYYY-MM-DD');
7257802;'bi18@yahoo.com';99947;49973;2;TO_DATE('2014-02-21','YYYY-MM-DD');4204365;TO_DATE('2014-07-31','YYYY-MM-DD');
7257802;'lu59@uniandes.edu.co';48936;24468;2;TO_DATE('2014-02-28','YYYY-MM-DD');1084857;TO_DATE('2014-12-08','YYYY-MM-DD');
7257802;'tu39@yahoo.com';85741;85741;1;TO_DATE('2014-02-25','YYYY-MM-DD');8038366;TO_DATE('2014-09-15','YYYY-MM-DD');
3632035;'li12@yahoo.com';160061;16006;10;TO_DATE('2013-06-16','YYYY-MM-DD');3922086;TO_DATE('2014-02-24','YYYY-MM-DD');
3632035;'ne45@yahoo.com';37664;3766;10;TO_DATE('2013-06-22','YYYY-MM-DD');3591595;TO_DATE('2014-04-15','YYYY-MM-DD');
3632035;'nobe91@yahoo.com';80691;8069;10;TO_DATE('2013-06-17','YYYY-MM-DD');2997397;TO_DATE('2013-10-17','YYYY-MM-DD');
3632035;'re16@uniandes.edu.co';53795;2831;19;TO_DATE('2013-06-21','YYYY-MM-DD');346189;TO_DATE('2014-03-25','YYYY-MM-DD');
3632035;'tu39@yahoo.com';16751;1288;13;TO_DATE('2013-06-23','YYYY-MM-DD');2361431;TO_DATE('2014-01-07','YYYY-MM-DD');
3632035;'vazi20@hotmail.com';169447;16944;10;TO_DATE('2013-06-22','YYYY-MM-DD');9086084;TO_DATE('2013-12-15','YYYY-MM-DD');
3632035;'xuya77@hotmail.com';126915;12691;10;TO_DATE('2013-06-23','YYYY-MM-DD');8800010;TO_DATE('2014-03-03','YYYY-MM-DD');
5035658;'bu86@yahoo.com';95553;5972;16;TO_DATE('2013-12-18','YYYY-MM-DD');3357693;TO_DATE('2015-10-27','YYYY-MM-DD');
5035658;'hexo12@yahoo.com';212239;7074;30;TO_DATE('2013-12-11','YYYY-MM-DD');906749;TO_DATE('2014-12-25','YYYY-MM-DD');
5035658;'lo35@uniandes.edu.co';248028;15501;16;TO_DATE('2013-12-19','YYYY-MM-DD');8225478;TO_DATE('2015-10-10','YYYY-MM-DD');
5035658;'peqe75@gmail.com';49001;2450;20;TO_DATE('2013-12-15','YYYY-MM-DD');7549001;TO_DATE('2015-04-28','YYYY-MM-DD');
5035658;'vi15@gmail.com';280589;13361;21;TO_DATE('2013-12-10','YYYY-MM-DD');2611821;TO_DATE('2015-02-04','YYYY-MM-DD');
5035658;'zufo3@hotmail.com';172510;10781;16;TO_DATE('2013-12-11','YYYY-MM-DD');4228734;TO_DATE('2015-01-23','YYYY-MM-DD');
906088;'peqe75@gmail.com';266989;24271;11;TO_DATE('2013-12-28','YYYY-MM-DD');3233935;TO_DATE('2015-02-12','YYYY-MM-DD');
906088;'vi15@gmail.com';274748;34343;8;TO_DATE('2013-12-27','YYYY-MM-DD');6626478;TO_DATE('2015-11-13','YYYY-MM-DD');
906088;'xuze3@yahoo.com';103964;12995;8;TO_DATE('2013-12-28','YYYY-MM-DD');730632;TO_DATE('2015-04-21','YYYY-MM-DD');
2531228;'ke46@gmail.com';294431;32714;9;TO_DATE('2014-03-13','YYYY-MM-DD');6556343;TO_DATE('2014-03-27','YYYY-MM-DD');
2531228;'ko62@hotmail.com';64114;6411;10;TO_DATE('2014-03-05','YYYY-MM-DD');7494981;TO_DATE('2014-03-16','YYYY-MM-DD');
2531228;'ru61@uniandes.edu.co';95417;19083;5;TO_DATE('2014-03-08','YYYY-MM-DD');9911558;TO_DATE('2014-03-16','YYYY-MM-DD');
2531228;'vomu47@yahoo.com';37537;7507;5;TO_DATE('2014-03-06','YYYY-MM-DD');7858250;TO_DATE('2014-03-16','YYYY-MM-DD');
2531228;'xiju86@hotmail.com';33795;6759;5;TO_DATE('2014-03-15','YYYY-MM-DD');9697429;TO_DATE('2014-03-26','YYYY-MM-DD');
336242;'ce47@uniandes.edu.co';177703;8885;20;TO_DATE('2013-08-08','YYYY-MM-DD');9335712;TO_DATE('2013-08-21','YYYY-MM-DD');
336242;'ceti18@hotmail.com';26964;1225;22;TO_DATE('2013-08-06','YYYY-MM-DD');4777755;TO_DATE('2013-08-16','YYYY-MM-DD');
336242;'du32@hotmail.com';257036;7788;33;TO_DATE('2013-08-12','YYYY-MM-DD');6822666;TO_DATE('2013-08-26','YYYY-MM-DD');
336242;'fo67@yahoo.com';264601;12600;21;TO_DATE('2013-08-07','YYYY-MM-DD');791128;TO_DATE('2013-08-21','YYYY-MM-DD');
336242;'joca23@hotmail.com';243762;12188;20;TO_DATE('2013-08-04','YYYY-MM-DD');1139000;TO_DATE('2013-08-18','YYYY-MM-DD');
336242;'le97@uniandes.edu.co';89648;4482;20;TO_DATE('2013-08-04','YYYY-MM-DD');443953;TO_DATE('2013-08-13','YYYY-MM-DD');
336242;'rola90@uniandes.edu.co';263899;7761;34;TO_DATE('2013-08-12','YYYY-MM-DD');3363369;TO_DATE('2013-08-25','YYYY-MM-DD');
336242;'sopu71@gmail.com';285056;14252;20;TO_DATE('2013-08-03','YYYY-MM-DD');5594953;TO_DATE('2013-08-15','YYYY-MM-DD');
336242;'ti55@uniandes.edu.co';270515;13525;20;TO_DATE('2013-08-03','YYYY-MM-DD');875628;TO_DATE('2013-08-14','YYYY-MM-DD');
336242;'yi85@uniandes.edu.co';293868;7942;37;TO_DATE('2013-08-03','YYYY-MM-DD');7750150;TO_DATE('2013-08-14','YYYY-MM-DD');
6352664;'ke46@gmail.com';290078;58015;5;TO_DATE('2013-11-28','YYYY-MM-DD');8522531;TO_DATE('2013-12-09','YYYY-MM-DD');
6352664;'sopu71@gmail.com';196434;39286;5;TO_DATE('2013-12-05','YYYY-MM-DD');1302102;TO_DATE('2013-12-14','YYYY-MM-DD');
6352664;'yi85@uniandes.edu.co';32125;6425;5;TO_DATE('2013-11-30','YYYY-MM-DD');9312180;TO_DATE('2013-12-14','YYYY-MM-DD');
3942223;'lo35@uniandes.edu.co';205726;5714;36;TO_DATE('2013-09-22','YYYY-MM-DD');5214343;TO_DATE('2014-11-05','YYYY-MM-DD');
3942223;'weqo42@gmail.com';149150;6214;24;TO_DATE('2013-09-19','YYYY-MM-DD');6235996;TO_DATE('2015-08-22','YYYY-MM-DD');
3942223;'xuze3@yahoo.com';57476;3025;19;TO_DATE('2013-09-19','YYYY-MM-DD');2294798;TO_DATE('2014-10-20','YYYY-MM-DD');
2594728;'lo35@uniandes.edu.co';137514;9822;14;TO_DATE('2013-12-17','YYYY-MM-DD');45572;TO_DATE('2015-05-14','YYYY-MM-DD');
2594728;'peqe75@gmail.com';254863;13413;19;TO_DATE('2013-12-11','YYYY-MM-DD');8466834;TO_DATE('2015-01-14','YYYY-MM-DD');
2594728;'pixu63@uniandes.edu.co';151254;10803;14;TO_DATE('2013-12-09','YYYY-MM-DD');4499158;TO_DATE('2015-01-29','YYYY-MM-DD');
2594728;'po62@yahoo.com';225907;16136;14;TO_DATE('2013-12-10','YYYY-MM-DD');7929699;TO_DATE('2015-05-25','YYYY-MM-DD');
2594728;'qaco88@gmail.com';192535;13752;14;TO_DATE('2013-12-13','YYYY-MM-DD');4117946;TO_DATE('2015-08-17','YYYY-MM-DD');
2594728;'vi15@gmail.com';162267;6490;25;TO_DATE('2013-12-12','YYYY-MM-DD');990368;TO_DATE('2015-10-30','YYYY-MM-DD');
2594728;'zufo3@hotmail.com';58573;3254;18;TO_DATE('2013-12-12','YYYY-MM-DD');3145996;TO_DATE('2015-04-01','YYYY-MM-DD');
6648479;'li12@yahoo.com';31303;1422;22;TO_DATE('2013-06-04','YYYY-MM-DD');7176363;TO_DATE('2013-11-06','YYYY-MM-DD');
6648479;'lodi27@hotmail.com';117203;6511;18;TO_DATE('2013-06-09','YYYY-MM-DD');9907413;TO_DATE('2014-01-10','YYYY-MM-DD');
6648479;'pavi78@uniandes.edu.co';80060;2501;32;TO_DATE('2013-06-02','YYYY-MM-DD');1446781;TO_DATE('2014-01-26','YYYY-MM-DD');
6648479;'vazi20@hotmail.com';17598;549;32;TO_DATE('2013-06-01','YYYY-MM-DD');1269858;TO_DATE('2013-09-12','YYYY-MM-DD');
7927224;'bu86@yahoo.com';105523;4220;25;TO_DATE('2013-05-22','YYYY-MM-DD');9348496;TO_DATE('2014-07-17','YYYY-MM-DD');
7927224;'kido42@uniandes.edu.co';83699;6438;13;TO_DATE('2013-05-22','YYYY-MM-DD');227480;TO_DATE('2014-09-28','YYYY-MM-DD');
7927224;'peqe75@gmail.com';171020;13155;13;TO_DATE('2013-05-15','YYYY-MM-DD');4576513;TO_DATE('2014-08-17','YYYY-MM-DD');
7927224;'pixu63@uniandes.edu.co';293033;22541;13;TO_DATE('2013-05-16','YYYY-MM-DD');7320646;TO_DATE('2014-08-27','YYYY-MM-DD');
7927224;'po62@yahoo.com';239893;9226;26;TO_DATE('2013-05-20','YYYY-MM-DD');3977249;TO_DATE('2015-01-23','YYYY-MM-DD');
7927224;'to91@gmail.com';169787;13060;13;TO_DATE('2013-05-22','YYYY-MM-DD');7448745;TO_DATE('2014-06-16','YYYY-MM-DD');
9425002;'bi18@yahoo.com';127690;7511;17;TO_DATE('2014-04-29','YYYY-MM-DD');389772;TO_DATE('2014-08-20','YYYY-MM-DD');
9425002;'bilu91@gmail.com';72034;8003;9;TO_DATE('2014-05-07','YYYY-MM-DD');8553453;TO_DATE('2014-11-11','YYYY-MM-DD');
9425002;'lu59@uniandes.edu.co';299045;33227;9;TO_DATE('2014-05-02','YYYY-MM-DD');9154139;TO_DATE('2014-12-18','YYYY-MM-DD');
9425002;'ne45@yahoo.com';145507;16167;9;TO_DATE('2014-05-02','YYYY-MM-DD');1375758;TO_DATE('2015-01-17','YYYY-MM-DD');
9425002;'nobe91@yahoo.com';47768;5307;9;TO_DATE('2014-05-02','YYYY-MM-DD');6498006;TO_DATE('2014-10-08','YYYY-MM-DD');
9425002;'roha13@uniandes.edu.co';169802;18866;9;TO_DATE('2014-05-06','YYYY-MM-DD');1879;TO_DATE('2014-08-16','YYYY-MM-DD');
9425002;'seqo49@uniandes.edu.co';266904;29656;9;TO_DATE('2014-04-30','YYYY-MM-DD');4598449;TO_DATE('2014-09-28','YYYY-MM-DD');
9425002;'ya84@uniandes.edu.co';17579;1757;10;TO_DATE('2014-04-30','YYYY-MM-DD');8856330;TO_DATE('2014-12-01','YYYY-MM-DD');
4386839;'lodi27@hotmail.com';135758;5430;25;TO_DATE('2014-01-10','YYYY-MM-DD');8385040;TO_DATE('2014-07-11','YYYY-MM-DD');
4386839;'nobe91@yahoo.com';201552;12597;16;TO_DATE('2014-01-06','YYYY-MM-DD');8388280;TO_DATE('2014-10-24','YYYY-MM-DD');
4386839;'re16@uniandes.edu.co';189142;11821;16;TO_DATE('2014-01-04','YYYY-MM-DD');656998;TO_DATE('2014-10-29','YYYY-MM-DD');
4386839;'roha13@uniandes.edu.co';110704;6919;16;TO_DATE('2014-01-12','YYYY-MM-DD');4620247;TO_DATE('2014-06-18','YYYY-MM-DD');
4386839;'to8@yahoo.com';60461;3778;16;TO_DATE('2014-01-12','YYYY-MM-DD');6555597;TO_DATE('2014-09-30','YYYY-MM-DD');
4367148;'bu86@yahoo.com';91543;22885;4;TO_DATE('2014-03-29','YYYY-MM-DD');1965832;TO_DATE('2015-07-04','YYYY-MM-DD');
4367148;'go36@gmail.com';11638;1454;8;TO_DATE('2014-03-24','YYYY-MM-DD');3642257;TO_DATE('2016-01-22','YYYY-MM-DD');
4367148;'pixu63@uniandes.edu.co';116443;29110;4;TO_DATE('2014-03-29','YYYY-MM-DD');2048233;TO_DATE('2015-12-06','YYYY-MM-DD');
4367148;'to91@gmail.com';265916;66479;4;TO_DATE('2014-03-28','YYYY-MM-DD');4772686;TO_DATE('2015-04-17','YYYY-MM-DD');
4367148;'zufo3@hotmail.com';116024;29006;4;TO_DATE('2014-03-29','YYYY-MM-DD');5533700;TO_DATE('2015-04-21','YYYY-MM-DD');
405349;'ceti18@hotmail.com';113528;14191;8;TO_DATE('2013-12-05','YYYY-MM-DD');6176651;TO_DATE('2013-12-17','YYYY-MM-DD');
405349;'du32@hotmail.com';283451;35431;8;TO_DATE('2013-12-04','YYYY-MM-DD');3478894;TO_DATE('2013-12-17','YYYY-MM-DD');
405349;'fo67@yahoo.com';213584;15256;14;TO_DATE('2013-11-25','YYYY-MM-DD');2065388;TO_DATE('2013-12-02','YYYY-MM-DD');
405349;'guwa51@hotmail.com';211831;13239;16;TO_DATE('2013-12-05','YYYY-MM-DD');6482890;TO_DATE('2013-12-19','YYYY-MM-DD');
405349;'ke46@gmail.com';180172;22521;8;TO_DATE('2013-11-29','YYYY-MM-DD');568459;TO_DATE('2013-12-10','YYYY-MM-DD');
405349;'ko62@hotmail.com';212059;14137;15;TO_DATE('2013-11-28','YYYY-MM-DD');4093381;TO_DATE('2013-12-06','YYYY-MM-DD');
405349;'le97@uniandes.edu.co';16903;2112;8;TO_DATE('2013-11-27','YYYY-MM-DD');6636857;TO_DATE('2013-12-04','YYYY-MM-DD');
405349;'sopu71@gmail.com';282811;35351;8;TO_DATE('2013-12-03','YYYY-MM-DD');1410604;TO_DATE('2013-12-13','YYYY-MM-DD');
405349;'tayu63@gmail.com';269815;26981;10;TO_DATE('2013-11-25','YYYY-MM-DD');2381550;TO_DATE('2013-12-05','YYYY-MM-DD');
405349;'vima99@yahoo.com';224499;28062;8;TO_DATE('2013-11-30','YYYY-MM-DD');241393;TO_DATE('2013-12-12','YYYY-MM-DD');
8440521;'leju18@hotmail.com';248497;24849;10;TO_DATE('2013-09-23','YYYY-MM-DD');8147326;TO_DATE('2014-02-28','YYYY-MM-DD');
8440521;'lodi27@hotmail.com';261696;26169;10;TO_DATE('2013-09-30','YYYY-MM-DD');1575930;TO_DATE('2014-05-23','YYYY-MM-DD');
8440521;'ne45@yahoo.com';208491;10973;19;TO_DATE('2013-09-22','YYYY-MM-DD');6025130;TO_DATE('2014-01-04','YYYY-MM-DD');
8440521;'qe95@uniandes.edu.co';224333;22433;10;TO_DATE('2013-09-25','YYYY-MM-DD');9166698;TO_DATE('2014-02-17','YYYY-MM-DD');
8440521;'seqo49@uniandes.edu.co';269633;14191;19;TO_DATE('2013-10-01','YYYY-MM-DD');3236386;TO_DATE('2014-01-27','YYYY-MM-DD');
8440521;'vazi20@hotmail.com';247849;24784;10;TO_DATE('2013-09-23','YYYY-MM-DD');1527461;TO_DATE('2014-02-04','YYYY-MM-DD');
8440521;'xe60@hotmail.com';149379;14937;10;TO_DATE('2013-09-27','YYYY-MM-DD');1265226;TO_DATE('2014-07-14','YYYY-MM-DD');
4305194;'ko62@hotmail.com';80751;3364;24;TO_DATE('2014-04-15','YYYY-MM-DD');5107591;TO_DATE('2014-04-25','YYYY-MM-DD');
4305194;'le97@uniandes.edu.co';42292;2114;20;TO_DATE('2014-04-12','YYYY-MM-DD');8667088;TO_DATE('2014-04-23','YYYY-MM-DD');
4305194;'lu70@gmail.com';58417;2920;20;TO_DATE('2014-04-07','YYYY-MM-DD');7933228;TO_DATE('2014-04-14','YYYY-MM-DD');
4305194;'na80@gmail.com';125738;6286;20;TO_DATE('2014-04-12','YYYY-MM-DD');7789883;TO_DATE('2014-04-20','YYYY-MM-DD');
4305194;'rola90@uniandes.edu.co';102324;4872;21;TO_DATE('2014-04-10','YYYY-MM-DD');6907586;TO_DATE('2014-04-22','YYYY-MM-DD');
909334;'ko62@hotmail.com';238745;79581;3;TO_DATE('2013-08-15','YYYY-MM-DD');8830119;TO_DATE('2013-08-29','YYYY-MM-DD');
909334;'ru61@uniandes.edu.co';258027;64506;4;TO_DATE('2013-08-13','YYYY-MM-DD');2790079;TO_DATE('2013-08-21','YYYY-MM-DD');
909334;'vomu47@yahoo.com';250847;41807;6;TO_DATE('2013-08-16','YYYY-MM-DD');5825205;TO_DATE('2013-08-23','YYYY-MM-DD');
909334;'xa62@uniandes.edu.co';217124;36187;6;TO_DATE('2013-08-12','YYYY-MM-DD');7404872;TO_DATE('2013-08-24','YYYY-MM-DD');
909334;'xiju86@hotmail.com';263847;87949;3;TO_DATE('2013-08-20','YYYY-MM-DD');4952133;TO_DATE('2013-08-30','YYYY-MM-DD');
5323432;'fu41@hotmail.com';237659;33951;7;TO_DATE('2014-01-16','YYYY-MM-DD');3659670;TO_DATE('2014-08-27','YYYY-MM-DD');
5323432;'li12@yahoo.com';147188;21026;7;TO_DATE('2014-01-23','YYYY-MM-DD');3441949;TO_DATE('2014-07-03','YYYY-MM-DD');
5323432;'lodi27@hotmail.com';218405;31200;7;TO_DATE('2014-01-23','YYYY-MM-DD');7793693;TO_DATE('2014-09-22','YYYY-MM-DD');
5323432;'lu59@uniandes.edu.co';142704;20386;7;TO_DATE('2014-01-18','YYYY-MM-DD');1553670;TO_DATE('2014-07-16','YYYY-MM-DD');
5323432;'nese28@uniandes.edu.co';235401;33628;7;TO_DATE('2014-01-24','YYYY-MM-DD');5424285;TO_DATE('2014-06-23','YYYY-MM-DD');
5323432;'nobe91@yahoo.com';272284;24753;11;TO_DATE('2014-01-26','YYYY-MM-DD');5168464;TO_DATE('2014-11-01','YYYY-MM-DD');
5323432;'to8@yahoo.com';160072;13339;12;TO_DATE('2014-01-20','YYYY-MM-DD');3384167;TO_DATE('2014-10-10','YYYY-MM-DD');
5323432;'xuya77@hotmail.com';234617;33516;7;TO_DATE('2014-01-16','YYYY-MM-DD');4307847;TO_DATE('2014-09-07','YYYY-MM-DD');
5323432;'ya84@uniandes.edu.co';268072;38296;7;TO_DATE('2014-01-21','YYYY-MM-DD');5722202;TO_DATE('2014-06-04','YYYY-MM-DD');
2006728;'bu86@yahoo.com';38029;2237;17;TO_DATE('2014-03-01','YYYY-MM-DD');6519983;TO_DATE('2015-08-08','YYYY-MM-DD');
2006728;'kido42@uniandes.edu.co';204659;12038;17;TO_DATE('2014-03-06','YYYY-MM-DD');6533469;TO_DATE('2015-08-23','YYYY-MM-DD');
2006728;'peqe75@gmail.com';82938;3949;21;TO_DATE('2014-02-26','YYYY-MM-DD');1866411;TO_DATE('2015-11-16','YYYY-MM-DD');
2006728;'pixu63@uniandes.edu.co';234867;11184;21;TO_DATE('2014-03-01','YYYY-MM-DD');5527036;TO_DATE('2016-02-27','YYYY-MM-DD');
2006728;'vi15@gmail.com';135015;7942;17;TO_DATE('2014-03-01','YYYY-MM-DD');6092611;TO_DATE('2015-10-16','YYYY-MM-DD');
2006728;'weqo42@gmail.com';154863;4692;33;TO_DATE('2014-03-04','YYYY-MM-DD');1997896;TO_DATE('2015-09-29','YYYY-MM-DD');
4650211;'ce47@uniandes.edu.co';16971;3394;5;TO_DATE('2013-12-10','YYYY-MM-DD');456356;TO_DATE('2013-12-17','YYYY-MM-DD');
4650211;'ceti18@hotmail.com';267688;53537;5;TO_DATE('2013-12-05','YYYY-MM-DD');8612935;TO_DATE('2013-12-12','YYYY-MM-DD');
4650211;'du32@hotmail.com';42756;8551;5;TO_DATE('2013-12-15','YYYY-MM-DD');8676919;TO_DATE('2013-12-23','YYYY-MM-DD');
4650211;'joca23@hotmail.com';294134;58826;5;TO_DATE('2013-12-14','YYYY-MM-DD');6161663;TO_DATE('2013-12-24','YYYY-MM-DD');
4650211;'le97@uniandes.edu.co';278731;55746;5;TO_DATE('2013-12-06','YYYY-MM-DD');1078887;TO_DATE('2013-12-13','YYYY-MM-DD');
4650211;'na80@gmail.com';75759;15151;5;TO_DATE('2013-12-06','YYYY-MM-DD');3589996;TO_DATE('2013-12-18','YYYY-MM-DD');
4650211;'rola90@uniandes.edu.co';136032;19433;7;TO_DATE('2013-12-08','YYYY-MM-DD');5076069;TO_DATE('2013-12-15','YYYY-MM-DD');
4650211;'ru61@uniandes.edu.co';265757;26575;10;TO_DATE('2013-12-07','YYYY-MM-DD');8353617;TO_DATE('2013-12-15','YYYY-MM-DD');
4650211;'xiju86@hotmail.com';60601;12120;5;TO_DATE('2013-12-09','YYYY-MM-DD');5869898;TO_DATE('2013-12-19','YYYY-MM-DD');
4753509;'leju18@hotmail.com';128439;10703;12;TO_DATE('2014-03-28','YYYY-MM-DD');3514449;TO_DATE('2014-07-07','YYYY-MM-DD');
4753509;'li12@yahoo.com';227500;11375;20;TO_DATE('2014-03-26','YYYY-MM-DD');5299714;TO_DATE('2014-11-07','YYYY-MM-DD');
4753509;'ne45@yahoo.com';66666;5555;12;TO_DATE('2014-03-25','YYYY-MM-DD');5588915;TO_DATE('2014-09-07','YYYY-MM-DD');
4753509;'rofi34@gmail.com';271172;15951;17;TO_DATE('2014-03-21','YYYY-MM-DD');4450829;TO_DATE('2014-12-21','YYYY-MM-DD');
4753509;'roha13@uniandes.edu.co';181361;11335;16;TO_DATE('2014-03-20','YYYY-MM-DD');7611475;TO_DATE('2014-08-30','YYYY-MM-DD');
4753509;'to8@yahoo.com';296825;17460;17;TO_DATE('2014-03-27','YYYY-MM-DD');9687885;TO_DATE('2015-01-16','YYYY-MM-DD');
4753509;'ya84@uniandes.edu.co';145112;12092;12;TO_DATE('2014-03-27','YYYY-MM-DD');4152337;TO_DATE('2014-08-08','YYYY-MM-DD');
9738523;'bilu91@gmail.com';291512;15342;19;TO_DATE('2014-02-24','YYYY-MM-DD');878192;TO_DATE('2014-09-28','YYYY-MM-DD');
9738523;'lu59@uniandes.edu.co';184416;5122;36;TO_DATE('2014-02-23','YYYY-MM-DD');3855573;TO_DATE('2014-08-29','YYYY-MM-DD');
9738523;'mo36@gmail.com';13128;690;19;TO_DATE('2014-03-04','YYYY-MM-DD');2516277;TO_DATE('2014-12-27','YYYY-MM-DD');
9738523;'qe95@uniandes.edu.co';212709;5908;36;TO_DATE('2014-02-23','YYYY-MM-DD');3437688;TO_DATE('2014-11-01','YYYY-MM-DD');
9738523;'rofi34@gmail.com';209992;5999;35;TO_DATE('2014-02-24','YYYY-MM-DD');1826155;TO_DATE('2014-06-24','YYYY-MM-DD');
9738523;'xuya77@hotmail.com';18938;996;19;TO_DATE('2014-02-26','YYYY-MM-DD');212619;TO_DATE('2014-07-30','YYYY-MM-DD');
9738523;'ya84@uniandes.edu.co';110009;5789;19;TO_DATE('2014-02-28','YYYY-MM-DD');132240;TO_DATE('2014-10-05','YYYY-MM-DD');
6175740;'bu86@yahoo.com';220995;55248;4;TO_DATE('2013-11-09','YYYY-MM-DD');2447963;TO_DATE('2015-06-08','YYYY-MM-DD');
6175740;'go36@gmail.com';109965;27491;4;TO_DATE('2013-11-07','YYYY-MM-DD');1678288;TO_DATE('2015-02-12','YYYY-MM-DD');
6175740;'pixu63@uniandes.edu.co';202550;40510;5;TO_DATE('2013-11-12','YYYY-MM-DD');6163315;TO_DATE('2015-04-19','YYYY-MM-DD');
6175740;'po62@yahoo.com';95062;13580;7;TO_DATE('2013-11-06','YYYY-MM-DD');539009;TO_DATE('2015-01-14','YYYY-MM-DD');
6175740;'qaco88@gmail.com';29470;4210;7;TO_DATE('2013-11-11','YYYY-MM-DD');1002919;TO_DATE('2015-09-19','YYYY-MM-DD');
6175740;'zufo3@hotmail.com';81386;11626;7;TO_DATE('2013-11-16','YYYY-MM-DD');2632343;TO_DATE('2015-11-12','YYYY-MM-DD');
2535878;'bu86@yahoo.com';11369;541;21;TO_DATE('2013-11-10','YYYY-MM-DD');3941532;TO_DATE('2015-02-23','YYYY-MM-DD');
2535878;'dixu22@yahoo.com';91605;3053;30;TO_DATE('2013-11-15','YYYY-MM-DD');1460618;TO_DATE('2015-10-31','YYYY-MM-DD');
2535878;'go36@gmail.com';102259;4260;24;TO_DATE('2013-11-12','YYYY-MM-DD');2178355;TO_DATE('2015-11-11','YYYY-MM-DD');
2535878;'kido42@uniandes.edu.co';97468;5414;18;TO_DATE('2013-11-16','YYYY-MM-DD');4182335;TO_DATE('2015-04-10','YYYY-MM-DD');
2535878;'pixu63@uniandes.edu.co';210807;11711;18;TO_DATE('2013-11-16','YYYY-MM-DD');3512787;TO_DATE('2014-12-10','YYYY-MM-DD');
2535878;'qaco88@gmail.com';81346;4519;18;TO_DATE('2013-11-17','YYYY-MM-DD');3257395;TO_DATE('2014-12-13','YYYY-MM-DD');
102465;'go36@gmail.com';278599;92866;3;TO_DATE('2014-05-01','YYYY-MM-DD');6228765;TO_DATE('2015-10-25','YYYY-MM-DD');
102465;'lo35@uniandes.edu.co';206921;34486;6;TO_DATE('2014-04-23','YYYY-MM-DD');1646177;TO_DATE('2015-08-18','YYYY-MM-DD');
102465;'peqe75@gmail.com';151995;50665;3;TO_DATE('2014-04-27','YYYY-MM-DD');8353210;TO_DATE('2015-05-29','YYYY-MM-DD');
102465;'qaco88@gmail.com';52028;17342;3;TO_DATE('2014-04-28','YYYY-MM-DD');1564585;TO_DATE('2015-12-22','YYYY-MM-DD');
102465;'vu53@hotmail.com';55086;18362;3;TO_DATE('2014-04-25','YYYY-MM-DD');8711321;TO_DATE('2015-11-29','YYYY-MM-DD');
102465;'xuze3@yahoo.com';237151;79050;3;TO_DATE('2014-04-26','YYYY-MM-DD');2891581;TO_DATE('2015-09-18','YYYY-MM-DD');
3020331;'bu86@yahoo.com';92362;4861;19;TO_DATE('2013-07-29','YYYY-MM-DD');7653802;TO_DATE('2014-08-24','YYYY-MM-DD');
3020331;'go36@gmail.com';192074;5191;37;TO_DATE('2013-07-24','YYYY-MM-DD');4596967;TO_DATE('2014-08-03','YYYY-MM-DD');
3020331;'kido42@uniandes.edu.co';156899;4482;35;TO_DATE('2013-08-01','YYYY-MM-DD');5723412;TO_DATE('2014-09-12','YYYY-MM-DD');
3020331;'lo35@uniandes.edu.co';103353;3827;27;TO_DATE('2013-07-27','YYYY-MM-DD');3597491;TO_DATE('2015-05-31','YYYY-MM-DD');
3020331;'po62@yahoo.com';209847;7772;27;TO_DATE('2013-08-01','YYYY-MM-DD');2218125;TO_DATE('2014-12-30','YYYY-MM-DD');
3020331;'vi15@gmail.com';274296;10159;27;TO_DATE('2013-07-27','YYYY-MM-DD');884095;TO_DATE('2014-11-28','YYYY-MM-DD');
