DIRECCION_ELECTRONICA;NOMBRE;DOC_IDENTIFICACION;PALABRA_CLAVE;CIUDAD;DEPARTAMENTO;NACIONALIDAD;DIRECCION_FISICA;CODIGO_POSTAL;TELEFONO;ROL;TIPO;
'ri81@yahoo.com';'Hotel 317';'NIT 147103093';'nWELqfJVC1S';'Cali';'Valle del Cauca';'Colombiano';'Carrera 59 #89-27';NULL;'7212810';'Comprador mayorista';'Empresa';
'nome96@gmail.com';'Restaurante 700';'NIT 337512103';'2omN2iy3WzXU';NULL;NULL;NULL;NULL;98;'7094173';'Comprador mayorista';'Empresa';
'zafa46@uniandes.edu.co';'Johnathan Roberto Cabrera Páez';'C.C. 217034147';'c7P7sifVYthB';'Medellín';'Antioquia';'Colombiano';NULL;767;NULL;'Proveedor';'Persona natural';
'zosa68@yahoo.com';'Lucía Valentina Soto Velázquez';'C.C. 505294567';'IbsyvC34';'Cali';'Valle del Cauca';'Colombiano';'Carrera 20 #87-94';14;NULL;'Proveedor';'Persona natural';
'be91@gmail.com';'Hotel 894';'NIT 730633353';'k3UmFylSn';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'2768282';'Comprador mayorista';'Empresa';
'kopa98@hotmail.com';'Hotel 960';'NIT 528542551';'3NNPykH8G';'Barranquilla';'Atlántico';'Colombiano';'Calle 33 #49-81';930;'6989554';'Comprador mayorista';'Empresa';
'de74@uniandes.edu.co';'Restaurante 104';'NIT 268508903';'xhTUzpGKup';NULL;NULL;NULL;'Carrera 52 #32-53';NULL;'5721020';'Comprador mayorista';'Empresa';
'qu66@uniandes.edu.co';'Beatriz Alba Ramos Aguirre';'C.C. 231433304';'DDMMYhOWvL';'Barranquilla';'Atlántico';'Colombiano';'Carrera 20 #48-48';NULL;NULL;'Proveedor';'Persona natural';
'biqi86@uniandes.edu.co';'Ingrid Benítez Pérez';'C.C. 737416899';'SwSwWSvDKz';'Barranquilla';'Atlántico';'Colombiano';'Carrera 67 #72-53';NULL;'6056144';'Administrador de local';'Persona natural';
'hi35@uniandes.edu.co';'Amparo Silva Castro';'C.C. 203145707';'Z0a8NhhJ';'Barranquilla';'Atlántico';'Colombiano';'Calle 60 #38-28';60;'6872962';'Administrador de local';'Persona natural';
'ga48@gmail.com';'Sofía Tatiana García Rodríguez';'C.C. 854527948';'JeD6SQQT';'Medellín';'Antioquia';'Colombiano';'Calle 63 #12-79';438;NULL;'Administrador de local';'Persona natural';
'li74@yahoo.com';'Eduardo Javier Díaz Martínez';'C.C. 234127491';'NnMEE9Gn';'Medellín';'Antioquia';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'nipi13@yahoo.com';'Fabiola Lola Vega Acosta';'C.C. 807225689';'0Y2sLxDP';'Bogotá';'Cundinamarca';'Colombiano';NULL;524;'5928795';'Proveedor';'Persona natural';
'gega30@uniandes.edu.co';'Ximena Elizabeth Domínguez Ríos';'C.C. 238873229';'FEMQnRAig';'Cali';'Valle del Cauca';'Colombiano';'Carrera 59 #28-34';330;'2684069';'Proveedor';'Persona natural';
'lo68@uniandes.edu.co';'Rodrigo Martín Toledo Álvarez';'C.C. 970229796';'QX8llQZe4';'Cali';'Valle del Cauca';'Colombiano';NULL;696;NULL;'Proveedor';'Persona natural';
'pu15@yahoo.com';'Antonio Arturo Silva Herrera';'C.C. 136194632';'rUENwZHONC3';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 92 #87-14';397;'4933614';'Proveedor';'Persona natural';
'jace8@uniandes.edu.co';'Soledad Lola Duarte Bravo';'C.C. 532913827';'BJBFDD65UX';'Medellín';'Antioquia';'Colombiano';NULL;60;NULL;'Administrador de local';'Persona natural';
'hiqi61@yahoo.com';'Alberto Figueroa Díaz';'C.C. 776339238';'xzDchmnb4';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'4624978';'Administrador de local';'Persona natural';
'keti12@hotmail.com';'Tomás Daniel Moreno Vera';'C.C. 939531491';'LdMoTTUl6YNP';'Medellín';'Antioquia';'Colombiano';'Carrera 97 #23-88';594;'7820491';'Administrador de local';'Persona natural';
'na22@uniandes.edu.co';'Restaurante 851';'NIT 170397675';'M0zZ8vToK';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 12 #83-98';795;NULL;'Comprador mayorista';'Empresa';
'joja82@gmail.com';'Alejandro Arias Fernández';'C.C. 599569196';'Ogagymw7x';NULL;NULL;NULL;NULL;NULL;NULL;'Administrador de local';'Persona natural';
'pe67@hotmail.com';'Samuel Johnathan Maldonado Cruz';'C.C. 258948086';'QdexxDZujh';'Bucaramanga';'Santander';'Colombiano';'Carrera 9 #98-52';386;'4996041';'Administrador de local';'Persona natural';
'lo40@gmail.com';'Vicente Edgar Hernández Páez';'C.C. 45119994';'rwxYBDaKpXC';NULL;NULL;NULL;NULL;439;NULL;'Administrador de local';'Persona natural';
'hana11@uniandes.edu.co';'Daniel Benjamín Arias Díaz';'C.C. 438199949';'sgl8BciCdg';'Medellín';'Antioquia';'Colombiano';NULL;NULL;'7374778';'Administrador de local';'Persona natural';
'ju55@yahoo.com';'Jimmy Javier Chávez Ruiz';'C.C. 524710197';'0wW9yy9i';'Cali';'Valle del Cauca';'Colombiano';NULL;577;'7277076';'Administrador de local';'Persona natural';
'ni54@yahoo.com';'Fabio Mateo Ruiz Méndez';'C.C. 626689264';'CHd9WNacfC';'Barranquilla';'Atlántico';'Colombiano';NULL;504;'5147446';'Proveedor';'Persona natural';
'ja99@yahoo.com';'Hotel 648';'NIT 594034069';'IBXnl3wl6Mzl';NULL;NULL;NULL;'Calle 68 #74-62';NULL;NULL;'Comprador mayorista';'Empresa';
'xa63@hotmail.com';'Restaurante 99';'NIT 812402679';'xSGhszf2QpHl';'Barranquilla';'Atlántico';'Colombiano';'Carrera 44 #74-59';192;NULL;'Comprador mayorista';'Empresa';
'yive45@uniandes.edu.co';'Leonor Rita Mendoza Bravo';'C.C. 600988577';'CKzA4UEb';'Barranquilla';'Atlántico';'Colombiano';'Calle 47 #27-13';612;'5484246';'Administrador de local';'Persona natural';
'fifa43@gmail.com';'Matilde Nidia Duarte Álvarez';'C.C. 338780451';'SME8w96B';'Bucaramanga';'Santander';'Colombiano';NULL;872;'5007820';'Proveedor';'Persona natural';
'jumi11@yahoo.com';'Vanesa Cármen Martínez Romero';'C.C. 959198312';'wRnAEhngVjVi';'Bucaramanga';'Santander';'Colombiano';NULL;703;NULL;'Proveedor';'Persona natural';
'xexo27@hotmail.com';'Rodolfo Eduardo Figueroa Ruiz';'C.C. 45298454';'5ZjYQd1za';'Bucaramanga';'Santander';'Colombiano';NULL;886;NULL;'Administrador de local';'Persona natural';
'qege71@uniandes.edu.co';'Esteban Humberto Sánchez Ramírez';'C.C. 98699522';'RfD6dNKcMYe';'Bucaramanga';'Santander';'Colombiano';'Carrera 43 #32-40';NULL;'6622530';'Administrador de local';'Persona natural';
'mira94@uniandes.edu.co';'Martín Horacio Arce Bravo';'C.C. 200003280';'Lj4eTE4Y';'Bucaramanga';'Santander';'Colombiano';NULL;117;'4164646';'Administrador de local';'Persona natural';
'rivo1@uniandes.edu.co';'Supermercado 705';'NIT 358137375';'bMDagxZpLIhY';'Cali';'Valle del Cauca';'Colombiano';'Calle 98 #3-92';267;'5911142';'Comprador mayorista';'Empresa';
'ya94@hotmail.com';'Soledad Josefina Ramos Correa';'C.C. 315029516';'1vDyJuVbz';'Bogotá';'Cundinamarca';'Colombiano';NULL;722;'6309595';'Proveedor';'Persona natural';
'yi23@gmail.com';'Luz Teresa Benítez López';'C.C. 328080173';'kiMovakVEx2t';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'5056379';'Administrador de local';'Persona natural';
'nu36@gmail.com';'Armando Samuel Ramírez Córdoba';'C.C. 274371711';'fqFdweBvIR';'Cali';'Valle del Cauca';'Colombiano';'Calle 18 #12-31';205;NULL;'Administrador de local';'Persona natural';
'je18@uniandes.edu.co';'Arturo Benjamín Córdoba Martínez';'C.C. 125742266';'Qhm1fTJEZe6';'Medellín';'Antioquia';'Colombiano';NULL;NULL;'4438695';'Proveedor';'Persona natural';
'hoyi84@uniandes.edu.co';'Fabio Suárez Gómez';'C.C. 183641901';'kSf2qD1vCGe';'Bogotá';'Cundinamarca';'Colombiano';NULL;946;NULL;'Administrador de local';'Persona natural';
'bome15@uniandes.edu.co';'Restaurante 803';'NIT 809617713';'CwpXTe3D3';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'6633131';'Comprador mayorista';'Empresa';
'lu8@gmail.com';'Óscar Vicente Ponce Arce';'C.C. 206019434';'tcjc0cyp7Gn';'Cali';'Valle del Cauca';'Colombiano';'Calle 32 #96-16';269;NULL;'Administrador de local';'Persona natural';
'wo92@yahoo.com';'Hotel 527';'NIT 880447487';'u7iepHjoESHx';'Cali';'Valle del Cauca';'Colombiano';'Carrera 21 #87-30';611;NULL;'Comprador mayorista';'Empresa';
'sesa97@uniandes.edu.co';'Efraín Ponce Cáceres';'C.C. 321647595';'NpFHzJgNoO7V';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'sune42@uniandes.edu.co';'Julieta Amparo Vega Gutiérrez';'C.C. 393737488';'XUi4FkOGpT';'Cali';'Valle del Cauca';'Colombiano';'Carrera 50 #30-95';NULL;NULL;'Administrador de local';'Persona natural';
'pave45@gmail.com';'Alonso Lucas Moreno Jiménez';'C.C. 7687679';'ejP5mso0e';'Barranquilla';'Atlántico';'Colombiano';'Calle 69 #53-79';NULL;NULL;'Administrador de local';'Persona natural';
'macu35@gmail.com';'Hotel 44';'NIT 750516699';'hN180dTeZBVO';'Bucaramanga';'Santander';'Colombiano';'Calle 19 #31-29';NULL;'6751831';'Comprador mayorista';'Empresa';
'yu56@hotmail.com';'Henry Sánchez Chávez';'C.C. 512535404';'XpMrT8faeLH';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 64 #4-20';740;'2049980';'Proveedor';'Persona natural';
'vada50@uniandes.edu.co';'Claudia Leonor Díaz Herrera';'C.C. 995447926';'8ETWtuwW';'Cali';'Valle del Cauca';'Colombiano';'Calle 87 #62-68';NULL;NULL;'Proveedor';'Persona natural';
'no51@hotmail.com';'Marcela Cármen Villalba Romero';'C.C. 300452097';'nRUiq1HBbpl';'Medellín';'Antioquia';'Colombiano';'Carrera 28 #84-69';NULL;'4243250';'Administrador de local';'Persona natural';
'be85@yahoo.com';'Lucas Francisco Ruiz Ávila';'C.C. 276950284';'BvrAn8HF';'Bucaramanga';'Santander';'Colombiano';'Carrera 10 #54-84';847;NULL;'Administrador de local';'Persona natural';
'ta17@gmail.com';'Graciela Camila Correa Fernández';'C.C. 593497472';'t7A7bpdDnE80';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'wo44@hotmail.com';'Hotel 882';'NIT 202777311';'VdcABjFlzWx';'Bogotá';'Cundinamarca';'Colombiano';'Calle 91 #3-54';NULL;'7600085';'Comprador mayorista';'Empresa';
'li65@hotmail.com';'Mónica Josefina Vargas Méndez';'C.C. 886804350';'nTKkhqyAIU6N';'Bucaramanga';'Santander';'Colombiano';'Carrera 55 #4-27';619;'6704188';'Proveedor';'Persona natural';
'vi78@yahoo.com';'Álvaro Leonardo Molina Silva';'C.C. 669738722';'39faqZkY';'Medellín';'Antioquia';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'ta80@hotmail.com';'Hotel 267';'NIT 750229500';'Xxb1NMQbyb';'Medellín';'Antioquia';'Colombiano';NULL;361;'2164095';'Comprador mayorista';'Empresa';
'zu25@gmail.com';'Hotel 949';'NIT 737047405';'F8Fe8fkysdxd';'Cali';'Valle del Cauca';'Colombiano';'Carrera 50 #78-36';NULL;'2562975';'Comprador mayorista';'Empresa';
'yu94@uniandes.edu.co';'Mateo Gustavo Rojas García';'C.C. 734102012';'fNJmrwrH';'Bogotá';'Cundinamarca';'Colombiano';'Calle 46 #45-37';NULL;NULL;'Administrador de local';'Persona natural';
'daja10@gmail.com';'Restaurante 497';'NIT 143552611';'aEpSVzHepNN';'Bucaramanga';'Santander';'Colombiano';'Carrera 46 #69-41';816;NULL;'Comprador mayorista';'Empresa';
'yu92@uniandes.edu.co';'Hotel 403';'NIT 591601272';'ikJCLmNVqo';'Cali';'Valle del Cauca';'Colombiano';NULL;150;NULL;'Comprador mayorista';'Empresa';
'ju83@hotmail.com';'Gerardo Rodolfo Castillo Núñez';'C.C. 397584220';'vpA9G87aKIG';'Bogotá';'Cundinamarca';'Colombiano';'Calle 27 #53-47';NULL;NULL;'Proveedor';'Persona natural';
'ziga65@yahoo.com';'Sofía Natalia Quiroga Salamanca';'C.C. 595726541';'MgtlDzzB';'Cali';'Valle del Cauca';'Colombiano';'Carrera 48 #68-47';48;'5218325';'Proveedor';'Persona natural';
'ji20@uniandes.edu.co';'Hotel 793';'NIT 909560753';'nUvmFrhfX';'Medellín';'Antioquia';'Colombiano';'Carrera 11 #27-48';185;NULL;'Comprador mayorista';'Empresa';
'wo36@yahoo.com';'Jenny Claudia Sánchez Duarte';'C.C. 741553645';'DGEDTrgoXOA';'Bogotá';'Cundinamarca';'Colombiano';'Calle 94 #91-75';745;'3781979';'Administrador de local';'Persona natural';
'ci8@yahoo.com';'Hotel 991';'NIT 579962460';'dURDfcG8Zn3';'Medellín';'Antioquia';'Colombiano';'Calle 24 #55-05';NULL;'5222326';'Comprador mayorista';'Empresa';
'tu50@yahoo.com';'Supermercado 425';'NIT 350024212';'nGmy1F1QJP0M';'Barranquilla';'Atlántico';'Colombiano';NULL;979;'6358778';'Comprador mayorista';'Empresa';
'tani64@hotmail.com';'Hotel 89';'NIT 750310591';'EP4xut7n';'Bogotá';'Cundinamarca';'Colombiano';'Calle 10 #91-07';516;'6261105';'Comprador mayorista';'Empresa';
'pe9@yahoo.com';'Darío Velázquez Molina';'C.C. 259206372';'sVO7qHTXnBV';'Bogotá';'Cundinamarca';'Colombiano';'Calle 98 #59-75';754;'5313047';'Proveedor';'Persona natural';
'ga31@uniandes.edu.co';'Nelson Federico Sánchez Duarte';'C.C. 803442158';'m42oeJIMeI';'Bucaramanga';'Santander';'Colombiano';'Calle 28 #36-90';642;NULL;'Administrador de local';'Persona natural';
'na68@uniandes.edu.co';'Carlos Cáceres Rivero';'C.C. 276669080';'p9UnD7v3nI';'Bogotá';'Cundinamarca';'Colombiano';'Calle 6 #2-13';NULL;'4389169';'Proveedor';'Persona natural';
'jo98@yahoo.com';'Alberto Rafael Salamanca Maldonado';'C.C. 916893719';'IAotJ3e5851d';'Barranquilla';'Atlántico';'Colombiano';'Calle 32 #40-31';NULL;'6574514';'Proveedor';'Persona natural';
'tazu51@hotmail.com';'Restaurante 87';'NIT 902720192';'LHjdJ74sR8q';'Medellín';'Antioquia';'Colombiano';'Carrera 54 #29-75';628;'7962308';'Comprador mayorista';'Empresa';
'qo3@gmail.com';'Sandra Acosta Álvarez';'C.C. 470354974';'0dAu1XJOU3a';'Bucaramanga';'Santander';'Colombiano';'Carrera 85 #47-34';98;'3424802';'Proveedor';'Persona natural';
'mihu76@yahoo.com';'Víctor Wilson Navarro Aguirre';'C.C. 34543213';'1wPAMfFC';'Bucaramanga';'Santander';'Colombiano';'Calle 16 #35-73';NULL;'3387418';'Proveedor';'Persona natural';
'fo77@yahoo.com';'Hotel 542';'NIT 688843476';'mdChP4XFqIh';'Bucaramanga';'Santander';'Colombiano';'Calle 15 #10-72';NULL;'6691680';'Comprador mayorista';'Empresa';
'yunu75@gmail.com';'Julián Raul Molina Álvarez';'C.C. 913363653';'qp2bduaCj';'Bucaramanga';'Santander';'Colombiano';NULL;842;NULL;'Proveedor';'Persona natural';
'zu60@hotmail.com';'Juliana Marisol Muñoz Villalba';'C.C. 539765570';'6vIme1Q87p4A';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'5896289';'Administrador de local';'Persona natural';
'wa99@hotmail.com';'Rocío Sonia Rodríguez Villalba';'C.C. 239744399';'SmKt8GTS';'Bogotá';'Cundinamarca';'Colombiano';NULL;990;NULL;'Proveedor';'Persona natural';
'qu57@gmail.com';'Supermercado 196';'NIT 557529785';'oXf3MWL9GP';NULL;NULL;NULL;NULL;458;'5672100';'Comprador mayorista';'Empresa';
'muza42@uniandes.edu.co';'Noralba Susana Flórez Valdéz';'C.C. 895273547';'3QQ2xlFedAB';'Barranquilla';'Atlántico';'Colombiano';'Carrera 15 #32-92';NULL;'7304355';'Administrador de local';'Persona natural';
'ga93@uniandes.edu.co';'Restaurante 252';'NIT 645666155';'pw9IY5Or';'Bogotá';'Cundinamarca';'Colombiano';NULL;358;'6100415';'Comprador mayorista';'Empresa';
'yo80@yahoo.com';'Claudia Clara Vega Bravo';'C.C. 227441720';'WxftQJpR4g';'Barranquilla';'Atlántico';'Colombiano';'Calle 25 #31-89';626;'4204523';'Administrador de local';'Persona natural';
'fa14@yahoo.com';'Supermercado 54';'NIT 882240477';'4fmEek2FQa';'Cali';'Valle del Cauca';'Colombiano';NULL;626;NULL;'Comprador mayorista';'Empresa';
'sa58@gmail.com';'Supermercado 743';'NIT 664214784';'8myUIF4q';'Bogotá';'Cundinamarca';'Colombiano';NULL;136;NULL;'Comprador mayorista';'Empresa';
'vuta82@gmail.com';'Pilar Marta Cáceres Cardozo';'C.C. 357479234';'5zaEgCLR';'Cali';'Valle del Cauca';'Colombiano';'Carrera 12 #12-51';NULL;'7894205';'Administrador de local';'Persona natural';
'fe46@gmail.com';'Luz Rocío Correa Cardozo';'C.C. 770999959';'RTLTkHotFT9';'Barranquilla';'Atlántico';'Colombiano';'Carrera 26 #57-04';NULL;NULL;'Proveedor';'Persona natural';
'geha39@yahoo.com';'Antonio Silva Suárez';'C.C. 252549232';'lXh60dwvYM';'Bogotá';'Cundinamarca';'Colombiano';'Calle 57 #5-15';565;NULL;'Proveedor';'Persona natural';
'xi30@hotmail.com';'Pablo Figueroa Escobar';'C.C. 183395651';'QLYyTz0WETsi';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'5365619';'Administrador de local';'Persona natural';
'vu79@yahoo.com';'Restaurante 977';'NIT 978830154';'J2PMuKfrS';'Medellín';'Antioquia';'Colombiano';NULL;NULL;NULL;'Comprador mayorista';'Empresa';
'giha19@gmail.com';'Raquel Chávez Cruz';'C.C. 583638976';'Miqptkn7';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'5602527';'Administrador de local';'Persona natural';
'wiqe42@uniandes.edu.co';'Hotel 469';'NIT 450477435';'rhXQaPVqWG1';'Medellín';'Antioquia';'Colombiano';'Calle 94 #60-11';983;'7453939';'Comprador mayorista';'Empresa';
'nu25@hotmail.com';'María Gina Soto Díaz';'C.C. 279665686';'92f0PkkX7l0';'Bucaramanga';'Santander';'Colombiano';'Calle 31 #10-16';NULL;NULL;'Proveedor';'Persona natural';
'bo35@yahoo.com';'Zoraida Julieta Arias Ponce';'C.C. 646053393';'gkyR92Zd3S';'Bucaramanga';'Santander';'Colombiano';'Calle 44 #22-41';NULL;NULL;'Administrador de local';'Persona natural';
'xihi10@yahoo.com';'Abelardo Fernando Castro Chávez';'C.C. 823256682';'u8MAMgaAf';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 97 #80-62';575;'7888608';'Proveedor';'Persona natural';
'yi64@gmail.com';'Supermercado 298';'NIT 405458412';'n4MhsFth3';'Cali';'Valle del Cauca';'Colombiano';'Carrera 20 #9-84';NULL;NULL;'Comprador mayorista';'Empresa';
'gesu13@hotmail.com';'Supermercado 20';'NIT 800650001';'Cs7Kwfqxgi';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'7140555';'Comprador mayorista';'Empresa';
'ni3@yahoo.com';'Supermercado 440';'NIT 758044879';'7cyTrsF7h';'Cali';'Valle del Cauca';'Colombiano';'Calle 60 #37-84';90;NULL;'Comprador mayorista';'Empresa';
'labu76@yahoo.com';'Hotel 266';'NIT 631965010';'qTq251yvwU';'Cali';'Valle del Cauca';'Colombiano';'Carrera 36 #85-70';671;NULL;'Comprador mayorista';'Empresa';
'tefo85@uniandes.edu.co';'Miguel Daniel Vera Suárez';'C.C. 729766855';'ebrDzf5AgUl';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 49 #69-46';NULL;'4496310';'Administrador de local';'Persona natural';
'li27@uniandes.edu.co';'Néstor Ávila García';'C.C. 98080127';'B4kTn3Byx';NULL;NULL;NULL;NULL;216;'7190886';'Administrador de local';'Persona natural';
'davo32@uniandes.edu.co';'Claudia Andrea Molina Vega';'C.C. 693990709';'cK8eeWMc';'Medellín';'Antioquia';'Colombiano';'Calle 25 #66-93';110;'2535738';'Proveedor';'Persona natural';
'fuhi1@uniandes.edu.co';'Bárbara Camila Castro Molina';'C.C. 658756749';'PpBhtJILk0';'Barranquilla';'Atlántico';'Colombiano';'Carrera 11 #22-68';875;'4608825';'Administrador de local';'Persona natural';
'piju35@yahoo.com';'Supermercado 598';'NIT 391038565';'DXsoXahMPX';'Barranquilla';'Atlántico';'Colombiano';NULL;681;'7847179';'Comprador mayorista';'Empresa';
'zado4@hotmail.com';'Claudia Gabriela Valdéz Gómez';'C.C. 768714052';'YhtqPVDe';NULL;NULL;NULL;'Carrera 40 #38-52';479;'2914948';'Proveedor';'Persona natural';
'vupa98@uniandes.edu.co';'Lucila Angélica Ramos Navarro';'C.C. 793782473';'M9l3DUuxR8';'Cali';'Valle del Cauca';'Colombiano';'Carrera 40 #30-71';545;'6329208';'Administrador de local';'Persona natural';
'ruse63@hotmail.com';'Carolina Ximena Vargas Leiva';'C.C. 523217250';'C1vJnfMI2O92';'Bucaramanga';'Santander';'Colombiano';'Carrera 10 #51-72';NULL;'7612583';'Proveedor';'Persona natural';
'yaro6@yahoo.com';'Tomás Suárez Molina';'C.C. 534794132';'jcj56AYFZL';NULL;NULL;NULL;NULL;673;'6355367';'Proveedor';'Persona natural';
'xeda80@yahoo.com';'Jenny Paula Ríos Ramos';'C.C. 610493521';'liBNd2gU63';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'luqa44@hotmail.com';'Tatiana Lucila Núñez Molina';'C.C. 727101191';'BUJSecz4jLiu';NULL;NULL;NULL;'Calle 40 #34-25';784;NULL;'Administrador de local';'Persona natural';
'nihu87@hotmail.com';'Juana Jessica Muñoz Medina';'C.C. 48043220';'tapU156R';'Bucaramanga';'Santander';'Colombiano';NULL;495;'5596656';'Administrador de local';'Persona natural';
'yipu26@uniandes.edu.co';'Supermercado 398';'NIT 433964305';'uNcdDeIglxb';'Barranquilla';'Atlántico';'Colombiano';'Calle 93 #9-57';835;NULL;'Comprador mayorista';'Empresa';
'xoni11@uniandes.edu.co';'Orlando César Hernández Flórez';'C.C. 623684263';'3M4BsKZxwksv';NULL;NULL;NULL;NULL;NULL;'2598247';'Proveedor';'Persona natural';
'co73@hotmail.com';'Rosa Margarita Ramos Vera';'C.C. 291852284';'JJwCOYmqdN';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'me4@uniandes.edu.co';'Supermercado 6';'NIT 946575080';'zvCofNC0';'Cali';'Valle del Cauca';'Colombiano';NULL;12;NULL;'Comprador mayorista';'Empresa';
'mo17@gmail.com';'Gonzalo Héctor Cabrera Quiroga';'C.C. 642041846';'7d5iPWk5rP';'Bucaramanga';'Santander';'Colombiano';'Calle 75 #87-55';525;'2190556';'Administrador de local';'Persona natural';
'se78@gmail.com';'Roberto Ramón Rojas Ramírez';'C.C. 585249419';'v7LvgawcH';'Bucaramanga';'Santander';'Colombiano';'Calle 34 #10-53';NULL;'7078957';'Proveedor';'Persona natural';
'je52@gmail.com';'Gonzalo Mateo García Bravo';'C.C. 991586806';'InlM4c419W';'Medellín';'Antioquia';'Colombiano';NULL;NULL;'7794929';'Administrador de local';'Persona natural';
'ciso34@hotmail.com';'Luis Germán Méndez Ortiz';'C.C. 877890058';'lhRfhg7uN';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'5730430';'Administrador de local';'Persona natural';
'wefu25@hotmail.com';'Alfredo Jacinto Gómez Gómez';'C.C. 269545644';'iQBC3XySu';'Cali';'Valle del Cauca';'Colombiano';'Calle 95 #15-23';NULL;'6888953';'Administrador de local';'Persona natural';
'peja95@gmail.com';'Leonor Juana Ortiz Vargas';'C.C. 630562121';'52at4xcUkC';NULL;NULL;NULL;'Calle 29 #96-57';NULL;NULL;'Administrador de local';'Persona natural';
'baro77@uniandes.edu.co';'Hotel 14';'NIT 915632929';'fche3sNs';'Cali';'Valle del Cauca';'Colombiano';'Carrera 75 #89-83';798;'3020770';'Comprador mayorista';'Empresa';
'boyi40@hotmail.com';'Santiago Agustín Acosta Salamanca';'C.C. 933929296';'h4jmT3e2Klhg';'Cali';'Valle del Cauca';'Colombiano';NULL;596;NULL;'Administrador de local';'Persona natural';
'so16@yahoo.com';'Restaurante 768';'NIT 933416046';'uG8AdCB4';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'3988863';'Comprador mayorista';'Empresa';
'mu76@hotmail.com';'Adriana Daniela Rivero Sánchez';'C.C. 245524263';'vx58dkowg3Q';'Bogotá';'Cundinamarca';'Colombiano';NULL;443;'3354698';'Proveedor';'Persona natural';
'qi20@hotmail.com';'Henry Antonio Álvarez Morales';'C.C. 581359413';'oMLwC7JV37XA';NULL;NULL;NULL;NULL;884;NULL;'Proveedor';'Persona natural';
'zofo40@uniandes.edu.co';'Sebastián Néstor Suárez Fernández';'C.C. 331799124';'x8IQHdJ3';'Cali';'Valle del Cauca';'Colombiano';'Carrera 55 #38-47';472;'3493136';'Proveedor';'Persona natural';
'se72@yahoo.com';'Elizabeth Villalba Villalba';'C.C. 549246566';'VUDUACT1';'Cali';'Valle del Cauca';'Colombiano';'Carrera 36 #7-46';885;'4756015';'Administrador de local';'Persona natural';
'gi86@gmail.com';'Hotel 446';'NIT 898508095';'3wBdtOho0JyV';'Cali';'Valle del Cauca';'Colombiano';'Carrera 21 #57-35';730;'2647455';'Comprador mayorista';'Empresa';
'su49@gmail.com';'Helena Bárbara Flórez Toledo';'C.C. 229936126';'TrUpgc1gY';NULL;NULL;NULL;NULL;481;NULL;'Proveedor';'Persona natural';
'tade71@uniandes.edu.co';'Hotel 770';'NIT 711940317';'pd6qvBgxh';'Cali';'Valle del Cauca';'Colombiano';'Carrera 13 #68-25';902;'6637878';'Comprador mayorista';'Empresa';
'nalo62@uniandes.edu.co';'Restaurante 396';'NIT 919992867';'uQHv70xxR';'Bucaramanga';'Santander';'Colombiano';'Calle 50 #8-36';438;'2181805';'Comprador mayorista';'Empresa';
'lida43@yahoo.com';'Supermercado 520';'NIT 221435980';'m3xOOw9KO';'Bucaramanga';'Santander';'Colombiano';NULL;287;NULL;'Comprador mayorista';'Empresa';
'ji19@yahoo.com';'Supermercado 881';'NIT 702585730';'RXjO0m18p';'Cali';'Valle del Cauca';'Colombiano';'Calle 79 #41-55';NULL;'4860156';'Comprador mayorista';'Empresa';
'vi35@yahoo.com';'Leonardo Hugo Muñoz Acosta';'C.C. 727763712';'dFdtlGqCGF';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'3647542';'Proveedor';'Persona natural';
'za33@uniandes.edu.co';'Sandra Carolina Vega Moreno';'C.C. 233267151';'zmose1iRQgti';'Bucaramanga';'Santander';'Colombiano';NULL;986;NULL;'Proveedor';'Persona natural';
'qobe62@hotmail.com';'Hotel 195';'NIT 862381941';'66g39iHzDPCI';'Medellín';'Antioquia';'Colombiano';'Carrera 36 #82-70';NULL;'6535682';'Comprador mayorista';'Empresa';
