NUMERO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_RECIBIDA;COD_PROVEEDOR_ELEGIDO;FECHA_CREACION;FECHA_MAXIMA_PROPUESTAS;FECHA_ESPERADA_ENTREGA;FECHA_ENTREGA;CALIFICACION_ENTREGA;HA_SIDO_ELEGIDA;HA_SIDO_SATISFECHA;
5913487;49;14;5;0;NULL;TO_DATE('2013-05-23','YYYY-MM-DD');TO_TIMESTAMP('2013-05-23 19:17:33','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6320770;69;1;5;0;NULL;TO_DATE('2014-01-09','YYYY-MM-DD');TO_TIMESTAMP('2014-01-12 05:56:18','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3455836;69;6;1;1;'heyu51@gmail.com';TO_DATE('2013-08-17','YYYY-MM-DD');TO_TIMESTAMP('2013-08-25 00:31:08','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-03','YYYY-MM-DD');TO_DATE('2013-09-06','YYYY-MM-DD');2;'Si';'Si';
3621613;65;11;8;0;NULL;TO_DATE('2014-01-16','YYYY-MM-DD');TO_TIMESTAMP('2014-01-21 00:07:57','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
779060;64;24;13;14;'cika76@yahoo.com';TO_DATE('2014-02-22','YYYY-MM-DD');TO_TIMESTAMP('2014-02-27 08:24:00','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-11','YYYY-MM-DD');TO_DATE('2014-03-11','YYYY-MM-DD');5;'Si';'Si';
1944778;22;29;20;35;'jele38@hotmail.com';TO_DATE('2013-07-21','YYYY-MM-DD');TO_TIMESTAMP('2013-07-30 00:45:38','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-07','YYYY-MM-DD');TO_DATE('2013-08-02','YYYY-MM-DD');5;'Si';'Si';
4488991;19;17;6;0;NULL;TO_DATE('2013-06-24','YYYY-MM-DD');TO_TIMESTAMP('2013-06-26 13:58:19','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2172505;32;23;11;0;NULL;TO_DATE('2013-05-21','YYYY-MM-DD');TO_TIMESTAMP('2013-05-27 18:24:09','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6719686;64;11;18;0;NULL;TO_DATE('2013-10-30','YYYY-MM-DD');TO_TIMESTAMP('2013-11-08 22:49:00','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6186461;72;8;11;0;'suwo8@yahoo.com';TO_DATE('2014-03-13','YYYY-MM-DD');TO_TIMESTAMP('2014-03-14 02:05:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-27','YYYY-MM-DD');NULL;NULL;'Si';'No';
3628078;25;13;20;0;NULL;TO_DATE('2014-02-11','YYYY-MM-DD');TO_TIMESTAMP('2014-02-12 21:16:28','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4961599;67;3;8;0;NULL;TO_DATE('2013-07-07','YYYY-MM-DD');TO_TIMESTAMP('2013-07-17 21:03:36','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1214855;12;11;11;0;'qobu13@uniandes.edu.co';TO_DATE('2013-07-07','YYYY-MM-DD');TO_TIMESTAMP('2013-07-13 05:16:20','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-22','YYYY-MM-DD');NULL;NULL;'Si';'No';
8178875;57;11;5;0;'pawu11@yahoo.com';TO_DATE('2014-03-01','YYYY-MM-DD');TO_TIMESTAMP('2014-03-05 09:48:55','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-19','YYYY-MM-DD');NULL;NULL;'Si';'No';
6140552;58;29;15;0;NULL;TO_DATE('2013-08-05','YYYY-MM-DD');TO_TIMESTAMP('2013-08-13 11:33:52','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6163899;71;1;1;0;'ca29@hotmail.com';TO_DATE('2013-07-07','YYYY-MM-DD');TO_TIMESTAMP('2013-07-16 09:36:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-27','YYYY-MM-DD');NULL;NULL;'Si';'No';
16309;1;26;9;0;NULL;TO_DATE('2014-02-12','YYYY-MM-DD');TO_TIMESTAMP('2014-02-23 12:19:47','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1524615;58;21;16;16;'bazu64@gmail.com';TO_DATE('2014-02-12','YYYY-MM-DD');TO_TIMESTAMP('2014-02-17 00:50:24','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-04','YYYY-MM-DD');TO_DATE('2014-03-06','YYYY-MM-DD');3;'Si';'Si';
7537367;57;20;11;0;NULL;TO_DATE('2013-11-10','YYYY-MM-DD');TO_TIMESTAMP('2013-11-18 12:57:38','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6400024;58;19;1;0;'qu97@yahoo.com';TO_DATE('2013-08-09','YYYY-MM-DD');TO_TIMESTAMP('2013-08-19 13:44:51','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-02','YYYY-MM-DD');NULL;NULL;'Si';'No';
4510470;53;18;6;6;'be58@yahoo.com';TO_DATE('2013-06-09','YYYY-MM-DD');TO_TIMESTAMP('2013-06-13 02:29:07','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-22','YYYY-MM-DD');TO_DATE('2013-06-21','YYYY-MM-DD');5;'Si';'Si';
2163316;68;1;1;1;'ca29@hotmail.com';TO_DATE('2013-10-13','YYYY-MM-DD');TO_TIMESTAMP('2013-10-23 18:31:02','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-30','YYYY-MM-DD');TO_DATE('2013-10-27','YYYY-MM-DD');5;'Si';'Si';
9930683;65;29;5;5;'ko35@gmail.com';TO_DATE('2013-09-30','YYYY-MM-DD');TO_TIMESTAMP('2013-10-02 20:43:50','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-17','YYYY-MM-DD');TO_DATE('2013-10-18','YYYY-MM-DD');4;'Si';'Si';
2207494;24;15;16;0;'ge96@uniandes.edu.co';TO_DATE('2013-09-16','YYYY-MM-DD');TO_TIMESTAMP('2013-09-24 23:17:06','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-03','YYYY-MM-DD');NULL;NULL;'Si';'No';
6243009;41;16;17;0;'du62@gmail.com';TO_DATE('2013-12-10','YYYY-MM-DD');TO_TIMESTAMP('2013-12-11 18:17:06','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-20','YYYY-MM-DD');NULL;NULL;'Si';'No';
7616330;10;22;6;0;NULL;TO_DATE('2013-11-13','YYYY-MM-DD');TO_TIMESTAMP('2013-11-23 08:16:53','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1007259;69;7;2;0;'ho77@gmail.com';TO_DATE('2013-09-30','YYYY-MM-DD');TO_TIMESTAMP('2013-10-08 19:54:59','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-16','YYYY-MM-DD');NULL;NULL;'Si';'No';
4018126;7;24;14;0;NULL;TO_DATE('2014-02-25','YYYY-MM-DD');TO_TIMESTAMP('2014-03-02 06:29:31','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1047602;53;15;4;0;NULL;TO_DATE('2013-10-07','YYYY-MM-DD');TO_TIMESTAMP('2013-10-15 05:44:45','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3473150;71;5;12;0;'ya25@yahoo.com';TO_DATE('2013-04-27','YYYY-MM-DD');TO_TIMESTAMP('2013-04-28 03:46:39','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
9341568;72;6;9;0;'do5@uniandes.edu.co';TO_DATE('2014-01-30','YYYY-MM-DD');TO_TIMESTAMP('2014-02-08 22:19:05','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-19','YYYY-MM-DD');NULL;NULL;'Si';'No';
1611115;70;7;17;0;'zexa57@hotmail.com';TO_DATE('2013-08-07','YYYY-MM-DD');TO_TIMESTAMP('2013-08-10 19:51:30','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-18','YYYY-MM-DD');NULL;NULL;'Si';'No';
8594484;31;24;13;0;NULL;TO_DATE('2013-06-16','YYYY-MM-DD');TO_TIMESTAMP('2013-06-24 13:37:49','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8270222;61;25;10;10;'qi25@yahoo.com';TO_DATE('2013-11-29','YYYY-MM-DD');TO_TIMESTAMP('2013-12-03 08:33:03','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-10','YYYY-MM-DD');TO_DATE('2013-12-13','YYYY-MM-DD');2;'Si';'Si';
2597366;49;15;9;0;NULL;TO_DATE('2013-04-27','YYYY-MM-DD');TO_TIMESTAMP('2013-05-02 07:16:47','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6917492;36;11;20;0;NULL;TO_DATE('2014-01-23','YYYY-MM-DD');TO_TIMESTAMP('2014-01-31 10:54:44','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6516402;53;23;20;0;NULL;TO_DATE('2013-06-15','YYYY-MM-DD');TO_TIMESTAMP('2013-06-22 20:38:21','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5603500;59;16;11;0;NULL;TO_DATE('2014-01-22','YYYY-MM-DD');TO_TIMESTAMP('2014-02-01 14:33:03','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7284217;63;17;1;1;'kero15@uniandes.edu.co';TO_DATE('2014-04-05','YYYY-MM-DD');TO_TIMESTAMP('2014-04-11 23:34:36','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-23','YYYY-MM-DD');TO_DATE('2014-04-20','YYYY-MM-DD');5;'Si';'Si';
7402538;59;26;2;2;'pe40@uniandes.edu.co';TO_DATE('2014-02-08','YYYY-MM-DD');TO_TIMESTAMP('2014-02-11 09:16:45','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-23','YYYY-MM-DD');TO_DATE('2014-02-24','YYYY-MM-DD');4;'Si';'Si';
3943838;71;8;12;0;'xedi64@yahoo.com';TO_DATE('2013-05-22','YYYY-MM-DD');TO_TIMESTAMP('2013-05-31 23:01:32','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
1561723;62;29;19;0;NULL;TO_DATE('2013-07-28','YYYY-MM-DD');TO_TIMESTAMP('2013-07-28 20:17:48','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7077491;68;4;18;0;NULL;TO_DATE('2014-03-21','YYYY-MM-DD');TO_TIMESTAMP('2014-03-26 04:45:34','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2647882;62;22;7;0;NULL;TO_DATE('2014-01-28','YYYY-MM-DD');TO_TIMESTAMP('2014-02-06 15:13:50','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9107482;65;27;16;0;NULL;TO_DATE('2014-02-25','YYYY-MM-DD');TO_TIMESTAMP('2014-03-03 09:47:54','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4804295;70;8;8;0;NULL;TO_DATE('2013-09-29','YYYY-MM-DD');TO_TIMESTAMP('2013-10-02 04:03:55','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9065381;5;26;13;0;NULL;TO_DATE('2014-04-01','YYYY-MM-DD');TO_TIMESTAMP('2014-04-09 20:45:14','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1943716;18;26;1;2;'sumo66@hotmail.com';TO_DATE('2013-05-13','YYYY-MM-DD');TO_TIMESTAMP('2013-05-14 15:07:25','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-25','YYYY-MM-DD');TO_DATE('2013-05-28','YYYY-MM-DD');2;'Si';'Si';
4716067;45;19;13;0;NULL;TO_DATE('2013-07-06','YYYY-MM-DD');TO_TIMESTAMP('2013-07-17 08:04:02','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
462669;3;24;12;0;NULL;TO_DATE('2013-08-01','YYYY-MM-DD');TO_TIMESTAMP('2013-08-10 14:08:19','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2783890;72;10;5;0;NULL;TO_DATE('2013-11-04','YYYY-MM-DD');TO_TIMESTAMP('2013-11-08 04:47:43','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8877121;72;6;14;0;NULL;TO_DATE('2013-05-02','YYYY-MM-DD');TO_TIMESTAMP('2013-05-05 16:59:01','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2229405;72;10;13;0;NULL;TO_DATE('2014-02-28','YYYY-MM-DD');TO_TIMESTAMP('2014-03-02 01:20:38','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2265250;53;30;14;17;'liyu94@gmail.com';TO_DATE('2013-06-22','YYYY-MM-DD');TO_TIMESTAMP('2013-06-23 17:11:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-07','YYYY-MM-DD');TO_DATE('2013-07-07','YYYY-MM-DD');5;'Si';'Si';
274025;71;5;16;0;NULL;TO_DATE('2014-04-03','YYYY-MM-DD');TO_TIMESTAMP('2014-04-08 09:47:20','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8284368;67;3;18;0;'qi55@yahoo.com';TO_DATE('2013-11-29','YYYY-MM-DD');TO_TIMESTAMP('2013-12-06 02:30:41','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-18','YYYY-MM-DD');NULL;NULL;'Si';'No';
4845464;5;15;16;26;'me89@yahoo.com';TO_DATE('2013-08-14','YYYY-MM-DD');TO_TIMESTAMP('2013-08-17 01:55:26','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-26','YYYY-MM-DD');TO_DATE('2013-08-22','YYYY-MM-DD');5;'Si';'Si';
154532;68;6;16;16;'sesa97@uniandes.edu.co';TO_DATE('2013-10-24','YYYY-MM-DD');TO_TIMESTAMP('2013-10-25 18:12:11','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-08','YYYY-MM-DD');TO_DATE('2013-11-11','YYYY-MM-DD');2;'Si';'Si';
7500811;67;8;9;0;NULL;TO_DATE('2013-07-28','YYYY-MM-DD');TO_TIMESTAMP('2013-07-30 09:03:35','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
711272;71;3;18;0;'bege65@hotmail.com';TO_DATE('2013-10-29','YYYY-MM-DD');TO_TIMESTAMP('2013-10-30 17:09:01','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-08','YYYY-MM-DD');NULL;NULL;'Si';'No';
8725932;58;22;8;8;'jaka2@yahoo.com';TO_DATE('2013-08-10','YYYY-MM-DD');TO_TIMESTAMP('2013-08-11 17:22:51','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-22','YYYY-MM-DD');TO_DATE('2013-08-24','YYYY-MM-DD');3;'Si';'Si';
7757335;68;9;7;0;NULL;TO_DATE('2013-09-02','YYYY-MM-DD');TO_TIMESTAMP('2013-09-04 09:02:11','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3219642;17;22;16;0;'cu69@hotmail.com';TO_DATE('2013-12-09','YYYY-MM-DD');TO_TIMESTAMP('2013-12-15 21:46:27','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-30','YYYY-MM-DD');NULL;NULL;'Si';'No';
4736380;71;3;9;0;NULL;TO_DATE('2014-01-21','YYYY-MM-DD');TO_TIMESTAMP('2014-01-25 16:41:45','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9250340;60;21;8;0;'tu38@gmail.com';TO_DATE('2013-09-02','YYYY-MM-DD');TO_TIMESTAMP('2013-09-12 10:34:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-27','YYYY-MM-DD');NULL;NULL;'Si';'No';
4264718;65;24;16;17;'ni54@yahoo.com';TO_DATE('2014-02-20','YYYY-MM-DD');TO_TIMESTAMP('2014-02-21 07:24:25','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-01','YYYY-MM-DD');TO_DATE('2014-03-06','YYYY-MM-DD');0;'Si';'Si';
4908607;58;25;9;0;NULL;TO_DATE('2013-10-24','YYYY-MM-DD');TO_TIMESTAMP('2013-10-26 05:33:11','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3696250;17;16;6;8;'se25@uniandes.edu.co';TO_DATE('2013-10-29','YYYY-MM-DD');TO_TIMESTAMP('2013-11-03 14:04:06','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-10','YYYY-MM-DD');TO_DATE('2013-11-08','YYYY-MM-DD');5;'Si';'Si';
2708445;64;28;10;0;NULL;TO_DATE('2013-06-23','YYYY-MM-DD');TO_TIMESTAMP('2013-06-28 19:00:09','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7213105;39;18;16;19;'na30@yahoo.com';TO_DATE('2014-02-11','YYYY-MM-DD');TO_TIMESTAMP('2014-02-13 10:16:51','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-24','YYYY-MM-DD');TO_DATE('2014-02-22','YYYY-MM-DD');5;'Si';'Si';
5736849;52;12;10;0;'qeva87@hotmail.com';TO_DATE('2013-11-06','YYYY-MM-DD');TO_TIMESTAMP('2013-11-16 13:38:04','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-01','YYYY-MM-DD');NULL;NULL;'Si';'No';
2119782;9;16;5;0;'xeda80@yahoo.com';TO_DATE('2013-08-11','YYYY-MM-DD');TO_TIMESTAMP('2013-08-17 18:25:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-01','YYYY-MM-DD');NULL;NULL;'Si';'No';
6265059;59;14;3;0;NULL;TO_DATE('2013-07-14','YYYY-MM-DD');TO_TIMESTAMP('2013-07-17 15:45:14','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2445080;67;4;3;0;'buho58@yahoo.com';TO_DATE('2013-07-16','YYYY-MM-DD');TO_TIMESTAMP('2013-07-20 02:12:30','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-28','YYYY-MM-DD');NULL;NULL;'Si';'No';
6987304;68;10;11;0;NULL;TO_DATE('2013-12-21','YYYY-MM-DD');TO_TIMESTAMP('2013-12-22 05:47:19','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2812784;29;27;13;13;'ga53@uniandes.edu.co';TO_DATE('2013-05-28','YYYY-MM-DD');TO_TIMESTAMP('2013-05-31 08:39:30','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-07','YYYY-MM-DD');TO_DATE('2013-06-05','YYYY-MM-DD');5;'Si';'Si';
2396180;38;30;3;5;'zoha44@uniandes.edu.co';TO_DATE('2014-03-17','YYYY-MM-DD');TO_TIMESTAMP('2014-03-26 13:27:53','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-10','YYYY-MM-DD');TO_DATE('2014-04-14','YYYY-MM-DD');1;'Si';'Si';
9933030;71;9;17;0;NULL;TO_DATE('2013-12-19','YYYY-MM-DD');TO_TIMESTAMP('2013-12-25 23:44:25','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7015637;55;24;14;0;NULL;TO_DATE('2013-04-27','YYYY-MM-DD');TO_TIMESTAMP('2013-04-27 21:14:16','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
654301;38;20;13;0;NULL;TO_DATE('2013-08-16','YYYY-MM-DD');TO_TIMESTAMP('2013-08-19 04:42:55','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8754279;72;6;1;0;'hu34@uniandes.edu.co';TO_DATE('2013-08-24','YYYY-MM-DD');TO_TIMESTAMP('2013-08-28 07:04:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
5201695;72;10;9;0;NULL;TO_DATE('2014-01-24','YYYY-MM-DD');TO_TIMESTAMP('2014-01-25 20:15:31','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4307506;13;18;4;0;NULL;TO_DATE('2014-03-03','YYYY-MM-DD');TO_TIMESTAMP('2014-03-10 12:29:02','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
792841;61;22;15;0;NULL;TO_DATE('2013-10-26','YYYY-MM-DD');TO_TIMESTAMP('2013-11-06 14:26:58','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5798780;34;13;4;4;'wete38@uniandes.edu.co';TO_DATE('2013-06-05','YYYY-MM-DD');TO_TIMESTAMP('2013-06-10 04:39:40','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-22','YYYY-MM-DD');TO_DATE('2013-06-21','YYYY-MM-DD');5;'Si';'Si';
1131795;71;1;17;0;'qo96@gmail.com';TO_DATE('2013-08-04','YYYY-MM-DD');TO_TIMESTAMP('2013-08-15 09:19:53','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-27','YYYY-MM-DD');NULL;NULL;'Si';'No';
4015439;58;30;19;19;'tofa26@uniandes.edu.co';TO_DATE('2014-03-17','YYYY-MM-DD');TO_TIMESTAMP('2014-03-22 08:47:40','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-30','YYYY-MM-DD');TO_DATE('2014-04-02','YYYY-MM-DD');2;'Si';'Si';
5272113;65;24;1;0;NULL;TO_DATE('2013-12-07','YYYY-MM-DD');TO_TIMESTAMP('2013-12-10 13:31:23','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2570129;28;23;11;0;NULL;TO_DATE('2013-08-10','YYYY-MM-DD');TO_TIMESTAMP('2013-08-19 15:43:50','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5218972;70;7;11;11;'qara3@gmail.com';TO_DATE('2013-05-07','YYYY-MM-DD');TO_TIMESTAMP('2013-05-15 17:51:41','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-29','YYYY-MM-DD');TO_DATE('2013-05-26','YYYY-MM-DD');5;'Si';'Si';
5848910;57;18;19;0;NULL;TO_DATE('2013-08-23','YYYY-MM-DD');TO_TIMESTAMP('2013-08-28 02:06:51','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7565263;46;19;4;0;NULL;TO_DATE('2013-06-21','YYYY-MM-DD');TO_TIMESTAMP('2013-06-26 16:00:58','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5980069;68;2;3;0;NULL;TO_DATE('2014-01-12','YYYY-MM-DD');TO_TIMESTAMP('2014-01-19 10:48:42','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2339891;58;19;15;0;'kiqo55@uniandes.edu.co';TO_DATE('2014-02-20','YYYY-MM-DD');TO_TIMESTAMP('2014-02-24 20:43:13','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-09','YYYY-MM-DD');NULL;NULL;'Si';'No';
9961896;5;14;3;3;'gi39@yahoo.com';TO_DATE('2013-11-21','YYYY-MM-DD');TO_TIMESTAMP('2013-11-30 13:51:37','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-09','YYYY-MM-DD');TO_DATE('2013-12-10','YYYY-MM-DD');4;'Si';'Si';
1938724;30;18;2;2;'rola90@uniandes.edu.co';TO_DATE('2014-02-06','YYYY-MM-DD');TO_TIMESTAMP('2014-02-14 08:17:44','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-23','YYYY-MM-DD');TO_DATE('2014-02-19','YYYY-MM-DD');5;'Si';'Si';
9223258;14;18;7;7;'tovo49@yahoo.com';TO_DATE('2014-01-09','YYYY-MM-DD');TO_TIMESTAMP('2014-01-17 23:01:41','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-27','YYYY-MM-DD');TO_DATE('2014-01-28','YYYY-MM-DD');4;'Si';'Si';
2277472;65;11;7;0;NULL;TO_DATE('2013-05-05','YYYY-MM-DD');TO_TIMESTAMP('2013-05-16 11:36:57','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
724563;58;14;16;16;'qeva87@hotmail.com';TO_DATE('2013-12-18','YYYY-MM-DD');TO_TIMESTAMP('2013-12-21 16:47:53','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-05','YYYY-MM-DD');TO_DATE('2014-01-07','YYYY-MM-DD');3;'Si';'Si';
8723633;47;12;4;0;'qa31@uniandes.edu.co';TO_DATE('2013-05-18','YYYY-MM-DD');TO_TIMESTAMP('2013-05-21 02:36:34','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-31','YYYY-MM-DD');NULL;NULL;'Si';'No';
3007812;42;24;9;0;NULL;TO_DATE('2013-11-16','YYYY-MM-DD');TO_TIMESTAMP('2013-11-21 13:16:22','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9853767;68;5;19;0;NULL;TO_DATE('2013-12-17','YYYY-MM-DD');TO_TIMESTAMP('2013-12-20 14:25:06','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5513980;52;25;2;2;'cati52@yahoo.com';TO_DATE('2013-12-07','YYYY-MM-DD');TO_TIMESTAMP('2013-12-08 01:51:20','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-20','YYYY-MM-DD');TO_DATE('2013-12-25','YYYY-MM-DD');0;'Si';'Si';
2321378;58;11;12;13;'de31@hotmail.com';TO_DATE('2014-03-30','YYYY-MM-DD');TO_TIMESTAMP('2014-04-02 02:51:19','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-13','YYYY-MM-DD');TO_DATE('2014-04-10','YYYY-MM-DD');5;'Si';'Si';
6447572;69;4;5;9;'petu16@gmail.com';TO_DATE('2013-06-09','YYYY-MM-DD');TO_TIMESTAMP('2013-06-14 03:22:51','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-28','YYYY-MM-DD');TO_DATE('2013-07-02','YYYY-MM-DD');1;'Si';'Si';
6695653;68;2;19;0;'dexi88@hotmail.com';TO_DATE('2014-01-05','YYYY-MM-DD');TO_TIMESTAMP('2014-01-16 05:55:37','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-30','YYYY-MM-DD');NULL;NULL;'Si';'No';
3252846;70;10;19;0;NULL;TO_DATE('2014-01-10','YYYY-MM-DD');TO_TIMESTAMP('2014-01-11 13:06:31','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9933294;9;29;15;25;'vomu47@yahoo.com';TO_DATE('2013-07-27','YYYY-MM-DD');TO_TIMESTAMP('2013-07-27 19:51:50','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-07','YYYY-MM-DD');TO_DATE('2013-08-03','YYYY-MM-DD');5;'Si';'Si';
4056575;33;23;4;4;'le69@uniandes.edu.co';TO_DATE('2013-10-20','YYYY-MM-DD');TO_TIMESTAMP('2013-10-31 01:37:18','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-07','YYYY-MM-DD');TO_DATE('2013-11-06','YYYY-MM-DD');5;'Si';'Si';
